 Local Health Districts, year, State comparison, Sex, Number," Rate per 100,000 population", LL 95% CI, UL 95% CI
 Hunter New England LHD, 2005-06, Hunter New England LHD, Persons,"4,423",508.3,493.2,523.7
 Hunter New England LHD, 2005-06, Rest of NSW, Males,"20,652",710.8,701.1,720.6
 Hunter New England LHD, 2005-06, Rest of NSW, Females,"13,399",418,410.9,425.2
 Hunter New England LHD, 2005-06, Rest of NSW, Persons,"34,051",563.8,557.8,569.8
 Hunter New England LHD, 2005-06, Total NSW, Males,"23,303",702.7,693.6,711.8
 Hunter New England LHD, 2005-06, Total NSW, Females,"15,170",412,405.4,418.6
 Hunter New England LHD, 2005-06, Total NSW, Persons,"38,474",556.5,551,562.1
 Hunter New England LHD, 2006-07, Hunter New England LHD, Males,"2,778",671.4,646.3,697.1
 Hunter New England LHD, 2006-07, Hunter New England LHD, Females,"1,852",383.7,365.9,402.1
 Hunter New England LHD, 2006-07, Hunter New England LHD, Persons,"4,630",528.5,513.1,544.2
 Hunter New England LHD, 2006-07, Rest of NSW, Males,"22,161",751,741.1,760.9
 Hunter New England LHD, 2006-07, Rest of NSW, Females,"14,698",453.9,446.5,461.4
 Hunter New England LHD, 2006-07, Rest of NSW, Persons,"36,859",601.2,595.1,607.4
 Hunter New England LHD, 2006-07, Total NSW, Males,"24,939",740.5,731.3,749.8
 Hunter New England LHD, 2006-07, Total NSW, Females,"16,550",445.2,438.4,452.1
 Hunter New England LHD, 2006-07, Total NSW, Persons,"41,489",591.6,585.9,597.3
 Hunter New England LHD, 2007-08, Hunter New England LHD, Males,"2,851",674.1,649.2,699.7
 Hunter New England LHD, 2007-08, Hunter New England LHD, Females,"1,894",386.3,368.6,404.7
 Hunter New England LHD, 2007-08, Hunter New England LHD, Persons,"4,745",531.1,515.8,546.7
 Hunter New England LHD, 2007-08, Rest of NSW, Males,"22,355",742.7,732.9,752.5
 Hunter New England LHD, 2007-08, Rest of NSW, Females,"15,257",461.8,454.4,469.3
 Hunter New England LHD, 2007-08, Rest of NSW, Persons,"37,613",601.3,595.2,607.5
 Hunter New England LHD, 2007-08, Total NSW, Males,"25,207",734.1,725,743.2
 Hunter New England LHD, 2007-08, Total NSW, Females,"17,151",452.4,445.5,459.3
 Hunter New England LHD, 2007-08, Total NSW, Persons,"42,358",592.2,586.5,597.9
 Hunter New England LHD, 2008-09, Hunter New England LHD, Males,"2,781",647.5,623.3,672.4
 Hunter New England LHD, 2008-09, Hunter New England LHD, Females,"1,984",399.4,381.5,418
 Hunter New England LHD, 2008-09, Hunter New England LHD, Persons,"4,765",523.5,508.4,538.9
 Hunter New England LHD, 2008-09, Rest of NSW, Males,"22,755",740.7,731,750.4
 Hunter New England LHD, 2008-09, Rest of NSW, Females,"15,710",468.1,460.7,475.6
 Hunter New England LHD, 2008-09, Rest of NSW, Persons,"38,465",603.3,597.3,609.4
 Hunter New England LHD, 2008-09, Total NSW, Males,"25,535",729.3,720.3,738.3
 Hunter New England LHD, 2008-09, Total NSW, Females,"17,694",459.8,452.9,466.7
 Hunter New England LHD, 2008-09, Total NSW, Persons,"43,229",593.4,587.8,599
 Hunter New England LHD, 2009-10, Hunter New England LHD, Males,"2,989",682.3,657.7,707.7
 Hunter New England LHD, 2009-10, Hunter New England LHD, Females,"2,098",414.2,396,432.9
 Hunter New England LHD, 2009-10, Hunter New England LHD, Persons,"5,088",548.6,533.3,564.2
 Hunter New England LHD, 2009-10, Rest of NSW, Males,"22,640",723,713.5,732.5
 Hunter New England LHD, 2009-10, Rest of NSW, Females,"15,856",462.3,455,469.6
 Hunter New England LHD, 2009-10, Rest of NSW, Persons,"38,496",591.6,585.7,597.6
 Hunter New England LHD, 2009-10, Total NSW, Males,"25,629",718,709.2,726.9
 Hunter New England LHD, 2009-10, Total NSW, Females,"17,954",456.6,449.8,463.4
 Hunter New England LHD, 2009-10, Total NSW, Persons,"43,583",586.3,580.7,591.8
 Hunter New England LHD, 2010-11, Hunter New England LHD, Males,"3,003",670.3,646.1,695.2
 Hunter New England LHD, 2010-11, Hunter New England LHD, Females,"2,039",393.1,375.5,411.2
 Hunter New England LHD, 2010-11, Hunter New England LHD, Persons,"5,043",531.8,516.8,547.1
 Hunter New England LHD, 2010-11, Rest of NSW, Males,"23,220",727.4,718,736.9
 Hunter New England LHD, 2010-11, Rest of NSW, Females,"16,261",464.7,457.5,472
 Hunter New England LHD, 2010-11, Rest of NSW, Persons,"39,481",594.7,588.8,600.6
 Hunter New England LHD, 2010-11, Total NSW, Males,"26,223",720.4,711.7,729.3
 Hunter New England LHD, 2010-11, Total NSW, Females,"18,301",456,449.3,462.8
 Hunter New England LHD, 2010-11, Total NSW, Persons,"44,524",586.7,581.2,592.2
 Hunter New England LHD, 2011-12, Hunter New England LHD, Males,"2,977",651.2,627.5,675.5
 Hunter New England LHD, 2011-12, Hunter New England LHD, Females,"1,936",367.3,350.4,384.8
 Hunter New England LHD, 2011-12, Hunter New England LHD, Persons,"4,913",508,493.5,522.9
 Hunter New England LHD, 2011-12, Rest of NSW, Males,"23,998",737.5,728.1,746.9
 Hunter New England LHD, 2011-12, Rest of NSW, Females,"16,844",475.6,468.3,483
 Hunter New England LHD, 2011-12, Rest of NSW, Persons,"40,842",604.8,598.9,610.8
 Hunter New England LHD, 2011-12, Total NSW, Males,"26,976",726.6,717.9,735.4
 Hunter New England LHD, 2011-12, Total NSW, Females,"18,780",462.4,455.7,469.2
 Hunter New England LHD, 2011-12, Total NSW, Persons,"45,756",592.6,587.1,598.1
 Hunter New England LHD, 2012-13, Hunter New England LHD, Males,"3,161",677.1,653.2,701.7
 Hunter New England LHD, 2012-13, Hunter New England LHD, Females,"1,972",364,347.4,381.2
 Hunter New England LHD, 2012-13, Hunter New England LHD, Persons,"5,132",518.9,504.4,533.8
 Hunter New England LHD, 2012-13, Rest of NSW, Males,"24,786",753.6,744.2,763.1
 Hunter New England LHD, 2012-13, Rest of NSW, Females,"17,087",472.7,465.5,480
 Hunter New England LHD, 2012-13, Rest of NSW, Persons,"41,872",610.8,605,616.8
 Hunter New England LHD, 2012-13, Total NSW, Males,"27,947",744.5,735.7,753.3
 Hunter New England LHD, 2012-13, Total NSW, Females,"19,058",459.4,452.8,466.1
 Hunter New England LHD, 2012-13, Total NSW, Persons,"47,005",599.4,593.9,604.9
 Hunter New England LHD, 2013-14, Hunter New England LHD, Males,"3,132",666,642.3,690.4
 Hunter New England LHD, 2013-14, Hunter New England LHD, Females,"1,976",361.5,344.9,378.6
 Hunter New England LHD, 2013-14, Hunter New England LHD, Persons,"5,108",512.7,498.2,527.4
 Hunter New England LHD, 2013-14, Rest of NSW, Males,"24,987",748.2,738.9,757.6
 Hunter New England LHD, 2013-14, Rest of NSW, Females,"17,328",476.2,469,483.4
 Hunter New England LHD, 2013-14, Rest of NSW, Persons,"42,315",609.7,603.8,615.6
 Hunter New England LHD, 2013-14, Total NSW, Males,"28,120",738.4,729.8,747.2
 Hunter New England LHD, 2013-14, Total NSW, Females,"19,303",462.3,455.7,469
 Hunter New England LHD, 2013-14, Total NSW, Persons,"47,423",597.7,592.2,603.1
 Hunter New England LHD, 2014-15, Hunter New England LHD, Males,"3,107",655.6,632.2,679.7
 Hunter New England LHD, 2014-15, Hunter New England LHD, Females,"2,139",388.7,371.6,406.3
 Hunter New England LHD, 2014-15, Hunter New England LHD, Persons,"5,246",521.2,506.7,536
 Hunter New England LHD, 2014-15, Rest of NSW, Males,"25,768",758.3,749,767.7
 Hunter New England LHD, 2014-15, Rest of NSW, Females,"17,110",461.7,454.7,468.8
 Hunter New England LHD, 2014-15, Rest of NSW, Persons,"42,877",607.1,601.3,613
 Hunter New England LHD, 2014-15, Total NSW, Males,"28,875",745.7,737.1,754.4
 Hunter New England LHD, 2014-15, Total NSW, Females,"19,248",453.2,446.7,459.8
 Hunter New England LHD, 2014-15, Total NSW, Persons,"48,123",596.5,591.1,601.9
 Hunter New England LHD, 2015-16, Hunter New England LHD, Males,"2,790",580.6,558.7,603.2
 Hunter New England LHD, 2015-16, Hunter New England LHD, Females,"2,038",367.6,351,384.7
 Hunter New England LHD, 2015-16, Hunter New England LHD, Persons,"4,828",474.1,460.3,488.2
 Hunter New England LHD, 2015-16, Rest of NSW, Males,"25,839",747.4,738.2,756.6
 Hunter New England LHD, 2015-16, Rest of NSW, Females,"16,926",449.4,442.5,456.4
 Hunter New England LHD, 2015-16, Rest of NSW, Persons,"42,765",596,590.3,601.8
 Hunter New England LHD, 2015-16, Total NSW, Males,"28,628",729.8,721.3,738.4
 Hunter New England LHD, 2015-16, Total NSW, Females,"18,964",440.2,433.8,446.6
 Hunter New England LHD, 2015-16, Total NSW, Persons,"47,593",582.5,577.2,587.8
 Hunter New England LHD, 2016-17, Hunter New England LHD, Males,"3,099",638.2,615.2,661.8
 Hunter New England LHD, 2016-17, Hunter New England LHD, Females,"2,112",371.7,355.1,388.9
 Hunter New England LHD, 2016-17, Hunter New England LHD, Persons,"5,210",504.5,490.3,519
 Hunter New England LHD, 2016-17, Rest of NSW, Males,"27,123",768.3,759.1,777.5
 Hunter New England LHD, 2016-17, Rest of NSW, Females,"17,848",464.2,457.3,471.2
 Hunter New England LHD, 2016-17, Rest of NSW, Persons,"44,971",614.5,608.8,620.3
 Hunter New England LHD, 2016-17, Total NSW, Males,"30,222",766.2,757.5,775
 Hunter New England LHD, 2016-17, Total NSW, Females,"19,959",459.4,452.9,465.9
 Hunter New England LHD, 2016-17, Total NSW, Persons,"50,182",610.3,604.9,615.7
 Northern NSW LHD, 2001-02, Northern NSW LHD, Males,"1,074",859.4,807.4,913.7
 Northern NSW LHD, 2001-02, Northern NSW LHD, Females,564,374.5,342.9,408.1
 Northern NSW LHD, 2001-02, Northern NSW LHD, Persons,"1,639",615.8,585.4,647.3
 Northern NSW LHD, 2001-02, Rest of NSW, Males,"22,839",744.6,734.9,754.4
 Northern NSW LHD, 2001-02, Rest of NSW, Females,"13,918",414.4,407.5,421.4
 Northern NSW LHD, 2001-02, Rest of NSW, Persons,"36,757",580.1,574.2,586
 Northern NSW LHD, 2001-02, Total NSW, Males,"23,913",747.3,737.9,756.9
 Northern NSW LHD, 2001-02, Total NSW, Females,"14,483",411.8,405.1,418.6
 Northern NSW LHD, 2001-02, Total NSW, Persons,"38,396",580,574.2,585.9
 Northern NSW LHD, 2002-03, Northern NSW LHD, Males,952,740.1,692.5,789.9
 Northern NSW LHD, 2002-03, Northern NSW LHD, Females,586,386.7,354.5,420.8
 Northern NSW LHD, 2002-03, Northern NSW LHD, Persons,"1,538",562.7,534,592.5
 Northern NSW LHD, 2002-03, Rest of NSW, Males,"20,017",647.6,638.7,656.7
 Northern NSW LHD, 2002-03, Rest of NSW, Females,"13,099",383.4,376.9,390.1
 Northern NSW LHD, 2002-03, Rest of NSW, Persons,"33,116",515.7,510.2,521.3
 Northern NSW LHD, 2002-03, Total NSW, Males,"20,969",650.2,641.4,659.1
 Northern NSW LHD, 2002-03, Total NSW, Females,"13,685",382.7,376.3,389.2
 Northern NSW LHD, 2002-03, Total NSW, Persons,"34,654",516.5,511,521.9
 Northern NSW LHD, 2003-04, Northern NSW LHD, Males,950,731.3,684.2,780.8
 Northern NSW LHD, 2003-04, Northern NSW LHD, Females,567,358.3,328,390.6
 Northern NSW LHD, 2003-04, Northern NSW LHD, Persons,"1,517",543.9,515.9,572.9
 Northern NSW LHD, 2003-04, Rest of NSW, Males,"20,307",651.8,642.9,660.9
 Northern NSW LHD, 2003-04, Rest of NSW, Females,"13,752",398.3,391.6,405
 Northern NSW LHD, 2003-04, Rest of NSW, Persons,"34,059",525.2,519.7,530.9
 Northern NSW LHD, 2003-04, Total NSW, Males,"21,257",653.5,644.7,662.4
 Northern NSW LHD, 2003-04, Total NSW, Females,"14,319",395.9,389.4,402.5
 Northern NSW LHD, 2003-04, Total NSW, Persons,"35,576",524.8,519.3,530.3
 Northern NSW LHD, 2004-05, Northern NSW LHD, Males,"1,051",807.8,758.1,859.9
 Northern NSW LHD, 2004-05, Northern NSW LHD, Females,566,349.4,319.7,381
 Northern NSW LHD, 2004-05, Northern NSW LHD, Persons,"1,617",577,548.1,607
 Northern NSW LHD, 2004-05, Rest of NSW, Males,"20,946",666.3,657.3,675.4
 Northern NSW LHD, 2004-05, Rest of NSW, Females,"13,794",394.9,388.3,401.6
 Northern NSW LHD, 2004-05, Rest of NSW, Persons,"34,740",530.4,524.8,536
 Northern NSW LHD, 2004-05, Total NSW, Males,"21,997",670.3,661.4,679.2
 Northern NSW LHD, 2004-05, Total NSW, Females,"14,360",392.3,385.9,398.9
 Northern NSW LHD, 2004-05, Total NSW, Persons,"36,358",530.9,525.5,536.4
 Northern NSW LHD, 2005-06, Northern NSW LHD, Males,"1,194",901.1,848.9,955.5
 Northern NSW LHD, 2005-06, Northern NSW LHD, Females,659,415.4,382.5,450.2
 Northern NSW LHD, 2005-06, Northern NSW LHD, Persons,"1,854",657.2,626.3,689.1
 Northern NSW LHD, 2005-06, Rest of NSW, Males,"22,109",695.8,686.7,705.1
 Northern NSW LHD, 2005-06, Rest of NSW, Females,"14,511",412.7,406,419.5
 Northern NSW LHD, 2005-06, Rest of NSW, Persons,"36,620",553.7,548.1,559.4
 Northern NSW LHD, 2005-06, Total NSW, Males,"23,303",702.7,693.6,711.8
 Northern NSW LHD, 2005-06, Total NSW, Females,"15,170",412,405.4,418.6
 Northern NSW LHD, 2005-06, Total NSW, Persons,"38,474",556.5,551,562.1
 Northern NSW LHD, 2006-07, Northern NSW LHD, Males,"1,219",916.9,864.2,971.9
 Northern NSW LHD, 2006-07, Northern NSW LHD, Females,706,444,409.9,480.1
 Northern NSW LHD, 2006-07, Northern NSW LHD, Persons,"1,925",678.7,647.3,711.1
 Northern NSW LHD, 2006-07, Rest of NSW, Males,"23,721",735,725.7,744.5
 Northern NSW LHD, 2006-07, Rest of NSW, Females,"15,844",446.3,439.3,453.4
 Northern NSW LHD, 2006-07, Rest of NSW, Persons,"39,565",589.7,583.9,595.5
 Northern NSW LHD, 2006-07, Total NSW, Males,"24,939",740.5,731.3,749.8
 Northern NSW LHD, 2006-07, Total NSW, Females,"16,550",445.2,438.4,452.1
 Northern NSW LHD, 2006-07, Total NSW, Persons,"41,489",591.6,585.9,597.3
 Northern NSW LHD, 2007-08, Northern NSW LHD, Males,"1,285",949.4,896.1,1004.9
 Northern NSW LHD, 2007-08, Northern NSW LHD, Females,743,452.6,418.5,488.6
 Northern NSW LHD, 2007-08, Northern NSW LHD, Persons,"2,028",698.6,667,731.2
 Northern NSW LHD, 2007-08, Rest of NSW, Males,"23,922",726.7,717.5,736
 Northern NSW LHD, 2007-08, Rest of NSW, Females,"16,409",453.4,446.4,460.5
 Northern NSW LHD, 2007-08, Rest of NSW, Persons,"40,331",589.3,583.6,595.1
 Northern NSW LHD, 2007-08, Total NSW, Males,"25,207",734.1,725,743.2
 Northern NSW LHD, 2007-08, Total NSW, Females,"17,151",452.4,445.5,459.3
 Northern NSW LHD, 2007-08, Total NSW, Persons,"42,358",592.2,586.5,597.9
 Northern NSW LHD, 2008-09, Northern NSW LHD, Males,"1,244",910.2,858.2,964.4
 Northern NSW LHD, 2008-09, Northern NSW LHD, Females,766,461.7,427.4,497.8
 Northern NSW LHD, 2008-09, Northern NSW LHD, Persons,"2,010",683.9,652.8,716
 Northern NSW LHD, 2008-09, Rest of NSW, Males,"24,292",723.6,714.5,732.8
 Northern NSW LHD, 2008-09, Rest of NSW, Females,"16,928",460.7,453.7,467.8
 Northern NSW LHD, 2008-09, Rest of NSW, Persons,"41,220",591.2,585.5,597
 Northern NSW LHD, 2008-09, Total NSW, Males,"25,535",729.3,720.3,738.3
 Northern NSW LHD, 2008-09, Total NSW, Females,"17,694",459.8,452.9,466.7
 Northern NSW LHD, 2008-09, Total NSW, Persons,"43,229",593.4,587.8,599
 Northern NSW LHD, 2009-10, Northern NSW LHD, Males,"1,229",859.8,810.2,911.5
 Northern NSW LHD, 2009-10, Northern NSW LHD, Females,755,448.6,415,484.1
 Northern NSW LHD, 2009-10, Northern NSW LHD, Persons,"1,984",651.6,621.7,682.5
 Northern NSW LHD, 2009-10, Rest of NSW, Males,"24,400",713.2,704.2,722.2
 Northern NSW LHD, 2009-10, Rest of NSW, Females,"17,199",457.9,451,464.9
 Northern NSW LHD, 2009-10, Rest of NSW, Persons,"41,599",584.8,579.1,590.5
 Northern NSW LHD, 2009-10, Total NSW, Males,"25,629",718,709.2,726.9
 Northern NSW LHD, 2009-10, Total NSW, Females,"17,954",456.6,449.8,463.4
 Northern NSW LHD, 2009-10, Total NSW, Persons,"43,583",586.3,580.7,591.8
 Northern NSW LHD, 2010-11, Northern NSW LHD, Males,"1,247",874.5,824.2,927
 Northern NSW LHD, 2010-11, Northern NSW LHD, Females,755,428.7,396.5,462.7
 Northern NSW LHD, 2010-11, Northern NSW LHD, Persons,"2,002",648.9,619,679.7
 Northern NSW LHD, 2010-11, Rest of NSW, Males,"24,977",715.7,706.8,724.7
 Northern NSW LHD, 2010-11, Rest of NSW, Females,"17,546",457.8,451,464.8
 Northern NSW LHD, 2010-11, Rest of NSW, Persons,"42,522",585.6,580,591.2
 Northern NSW LHD, 2010-11, Total NSW, Males,"26,223",720.4,711.7,729.3
 Northern NSW LHD, 2010-11, Total NSW, Females,"18,301",456,449.3,462.8
 Northern NSW LHD, 2010-11, Total NSW, Persons,"44,524",586.7,581.2,592.2
 Northern NSW LHD, 2011-12, Northern NSW LHD, Males,"1,168",787.9,740.8,837.1
 Northern NSW LHD, 2011-12, Northern NSW LHD, Females,752,422.8,390.7,456.7
 Northern NSW LHD, 2011-12, Northern NSW LHD, Persons,"1,921",602.2,573.8,631.6
 Northern NSW LHD, 2011-12, Rest of NSW, Males,"25,807",725.2,716.3,734.2
 Northern NSW LHD, 2011-12, Rest of NSW, Females,"18,028",464.8,458,471.8
 Northern NSW LHD, 2011-12, Rest of NSW, Persons,"43,835",593.3,587.8,599
 Northern NSW LHD, 2011-12, Total NSW, Males,"26,976",726.6,717.9,735.4
 Northern NSW LHD, 2011-12, Total NSW, Females,"18,780",462.4,455.7,469.2
 Northern NSW LHD, 2011-12, Total NSW, Persons,"45,756",592.6,587.1,598.1
 Northern NSW LHD, 2012-13, Northern NSW LHD, Males,"1,281",866.5,816.8,918.3
 Northern NSW LHD, 2012-13, Northern NSW LHD, Females,797,445.8,412.7,480.5
 Northern NSW LHD, 2012-13, Northern NSW LHD, Persons,"2,078",651.6,621.9,682.2
 Northern NSW LHD, 2012-13, Rest of NSW, Males,"26,665",741,732.1,750
 Northern NSW LHD, 2012-13, Rest of NSW, Females,"18,261",460.9,454.1,467.8
 Northern NSW LHD, 2012-13, Rest of NSW, Persons,"44,927",598.7,593.1,604.3
 Northern NSW LHD, 2012-13, Total NSW, Males,"27,947",744.5,735.7,753.3
 Northern NSW LHD, 2012-13, Total NSW, Females,"19,058",459.4,452.8,466.1
 Northern NSW LHD, 2012-13, Total NSW, Persons,"47,005",599.4,593.9,604.9
 Northern NSW LHD, 2013-14, Northern NSW LHD, Males,"1,311",891.7,841,944.5
 Northern NSW LHD, 2013-14, Northern NSW LHD, Females,801,440.7,408.3,475
 Northern NSW LHD, 2013-14, Northern NSW LHD, Persons,"2,111",661,631.1,691.9
 Northern NSW LHD, 2013-14, Rest of NSW, Males,"26,809",733.9,725.1,742.8
 Northern NSW LHD, 2013-14, Rest of NSW, Females,"18,503",463.9,457.1,470.8
 Northern NSW LHD, 2013-14, Rest of NSW, Persons,"45,311",596.6,591,602.1
 Northern NSW LHD, 2013-14, Total NSW, Males,"28,120",738.4,729.8,747.2
 Northern NSW LHD, 2013-14, Total NSW, Females,"19,303",462.3,455.7,469
 Northern NSW LHD, 2013-14, Total NSW, Persons,"47,423",597.7,592.2,603.1
 Northern NSW LHD, 2014-15, Northern NSW LHD, Males,"1,339",909.5,858.2,962.9
 Northern NSW LHD, 2014-15, Northern NSW LHD, Females,811,454.9,421.3,490.3
 Northern NSW LHD, 2014-15, Northern NSW LHD, Persons,"2,149",676.3,645.9,707.8
 Northern NSW LHD, 2014-15, Rest of NSW, Males,"27,536",741.1,732.3,749.9
 Northern NSW LHD, 2014-15, Rest of NSW, Females,"18,438",454.3,447.6,461
 Northern NSW LHD, 2014-15, Rest of NSW, Persons,"45,974",595.1,589.6,600.6
 Northern NSW LHD, 2014-15, Total NSW, Males,"28,875",745.7,737.1,754.4
 Northern NSW LHD, 2014-15, Total NSW, Females,"19,248",453.2,446.7,459.8
 Northern NSW LHD, 2014-15, Total NSW, Persons,"48,123",596.5,591.1,601.9
 Northern NSW LHD, 2015-16, Northern NSW LHD, Males,"1,358",905.6,855,958.2
 Northern NSW LHD, 2015-16, Northern NSW LHD, Females,815,452.6,419.4,487.5
 Northern NSW LHD, 2015-16, Northern NSW LHD, Persons,"2,173",672.4,642.4,703.4
 Northern NSW LHD, 2015-16, Rest of NSW, Males,"27,270",721.8,713.2,730.5
 Northern NSW LHD, 2015-16, Rest of NSW, Females,"18,150",439.9,433.4,446.5
 Northern NSW LHD, 2015-16, Rest of NSW, Persons,"45,420",578.9,573.5,584.3
 Northern NSW LHD, 2015-16, Total NSW, Males,"28,628",729.8,721.3,738.4
 Northern NSW LHD, 2015-16, Total NSW, Females,"18,964",440.2,433.8,446.6
 Northern NSW LHD, 2015-16, Total NSW, Persons,"47,593",582.5,577.2,587.8
 Northern NSW LHD, 2016-17, Northern NSW LHD, Males,"1,385",903.3,853.3,955.4
 Northern NSW LHD, 2016-17, Northern NSW LHD, Females,812,438.9,406.5,473.1
 Northern NSW LHD, 2016-17, Northern NSW LHD, Persons,"2,197",666.8,637.1,697.5
 Northern NSW LHD, 2016-17, Rest of NSW, Males,"28,838",748.6,739.9,757.4
 Northern NSW LHD, 2016-17, Rest of NSW, Females,"19,147",454.8,448.2,461.4
 Northern NSW LHD, 2016-17, Rest of NSW, Persons,"47,985",600.2,594.8,605.7
 Northern NSW LHD, 2016-17, Total NSW, Males,"30,222",766.2,757.5,775
 Northern NSW LHD, 2016-17, Total NSW, Females,"19,959",459.4,452.9,465.9
 Northern NSW LHD, 2016-17, Total NSW, Persons,"50,182",610.3,604.9,615.7
 Mid North Coast LHD, 2001-02, Mid North Coast LHD, Males,800,928.9,862.8,998.5
 Mid North Coast LHD, 2001-02, Mid North Coast LHD, Females,477,440.8,399.7,484.8
 Mid North Coast LHD, 2001-02, Mid North Coast LHD, Persons,"1,277",681,642.3,721.4
 Mid North Coast LHD, 2001-02, Rest of NSW, Males,"23,114",743.9,734.3,753.6
 Mid North Coast LHD, 2001-02, Rest of NSW, Females,"14,005",411.7,404.8,418.6
 Mid North Coast LHD, 2001-02, Rest of NSW, Persons,"37,119",578.5,572.6,584.4
 Mid North Coast LHD, 2001-02, Total NSW, Males,"23,913",747.3,737.9,756.9
 Mid North Coast LHD, 2001-02, Total NSW, Females,"14,483",411.8,405.1,418.6
 Mid North Coast LHD, 2001-02, Total NSW, Persons,"38,396",580,574.2,585.9
 Mid North Coast LHD, 2002-03, Mid North Coast LHD, Males,684,761.2,702.5,823.4
 Mid North Coast LHD, 2002-03, Mid North Coast LHD, Females,455,400.5,362.3,441.6
 Mid North Coast LHD, 2002-03, Mid North Coast LHD, Persons,"1,139",578.3,543.4,614.8
 Mid North Coast LHD, 2002-03, Rest of NSW, Males,"20,284",647.9,639,656.9
 Mid North Coast LHD, 2002-03, Rest of NSW, Females,"13,230",382.5,375.9,389.1
 Mid North Coast LHD, 2002-03, Rest of NSW, Persons,"33,515",515.4,509.9,521
 Mid North Coast LHD, 2002-03, Total NSW, Males,"20,969",650.2,641.4,659.1
 Mid North Coast LHD, 2002-03, Total NSW, Females,"13,685",382.7,376.3,389.2
 Mid North Coast LHD, 2002-03, Total NSW, Persons,"34,654",516.5,511,521.9
 Mid North Coast LHD, 2003-04, Mid North Coast LHD, Males,679,738.2,681.1,798.6
 Mid North Coast LHD, 2003-04, Mid North Coast LHD, Females,460,389,352.1,428.5
 Mid North Coast LHD, 2003-04, Mid North Coast LHD, Persons,"1,138",561.3,527.4,596.6
 Mid North Coast LHD, 2003-04, Rest of NSW, Males,"20,579",652.2,643.3,661.3
 Mid North Coast LHD, 2003-04, Rest of NSW, Females,"13,859",396.4,389.7,403.1
 Mid North Coast LHD, 2003-04, Rest of NSW, Persons,"34,438",524.5,519,530.1
 Mid North Coast LHD, 2003-04, Total NSW, Males,"21,257",653.5,644.7,662.4
 Mid North Coast LHD, 2003-04, Total NSW, Females,"14,319",395.9,389.4,402.5
 Mid North Coast LHD, 2003-04, Total NSW, Persons,"35,576",524.8,519.3,530.3
 Mid North Coast LHD, 2004-05, Mid North Coast LHD, Males,733,791.1,732,853.5
 Mid North Coast LHD, 2004-05, Mid North Coast LHD, Females,449,374.6,338.6,413.3
 Mid North Coast LHD, 2004-05, Mid North Coast LHD, Persons,"1,182",578.9,544.4,614.9
 Mid North Coast LHD, 2004-05, Rest of NSW, Males,"21,264",667.9,658.9,677
 Mid North Coast LHD, 2004-05, Rest of NSW, Females,"13,911",393.2,386.7,399.9
 Mid North Coast LHD, 2004-05, Rest of NSW, Persons,"35,175",530.4,524.9,536
 Mid North Coast LHD, 2004-05, Total NSW, Males,"21,997",670.3,661.4,679.2
 Mid North Coast LHD, 2004-05, Total NSW, Females,"14,360",392.3,385.9,398.9
 Mid North Coast LHD, 2004-05, Total NSW, Persons,"36,358",530.9,525.5,536.4
 Mid North Coast LHD, 2005-06, Mid North Coast LHD, Males,715,770,711.7,831.5
 Mid North Coast LHD, 2005-06, Mid North Coast LHD, Females,429,353.8,318.8,391.4
 Mid North Coast LHD, 2005-06, Mid North Coast LHD, Persons,"1,145",558.7,524.8,594.1
 Mid North Coast LHD, 2005-06, Rest of NSW, Males,"22,588",701.8,692.7,711.1
 Mid North Coast LHD, 2005-06, Rest of NSW, Females,"14,741",414.1,407.4,420.9
 Mid North Coast LHD, 2005-06, Rest of NSW, Persons,"37,329",557.5,551.8,563.2
 Mid North Coast LHD, 2005-06, Total NSW, Males,"23,303",702.7,693.6,711.8
 Mid North Coast LHD, 2005-06, Total NSW, Females,"15,170",412,405.4,418.6
 Mid North Coast LHD, 2005-06, Total NSW, Persons,"38,474",556.5,551,562.1
 Mid North Coast LHD, 2006-07, Mid North Coast LHD, Males,781,816.7,757.2,879.5
 Mid North Coast LHD, 2006-07, Mid North Coast LHD, Females,480,396.1,358.6,436.2
 Mid North Coast LHD, 2006-07, Mid North Coast LHD, Persons,"1,262",604.4,569.3,641
 Mid North Coast LHD, 2006-07, Rest of NSW, Males,"24,158",739.2,729.9,748.6
 Mid North Coast LHD, 2006-07, Rest of NSW, Females,"16,069",447.1,440.2,454.2
 Mid North Coast LHD, 2006-07, Rest of NSW, Persons,"40,228",592.2,586.4,598
 Mid North Coast LHD, 2006-07, Total NSW, Males,"24,939",740.5,731.3,749.8
 Mid North Coast LHD, 2006-07, Total NSW, Females,"16,550",445.2,438.4,452.1
 Mid North Coast LHD, 2006-07, Total NSW, Persons,"41,489",591.6,585.9,597.3
 Mid North Coast LHD, 2007-08, Mid North Coast LHD, Males,838,864.6,803.8,928.6
 Mid North Coast LHD, 2007-08, Mid North Coast LHD, Females,540,437.9,398.7,479.6
 Mid North Coast LHD, 2007-08, Mid North Coast LHD, Persons,"1,378",649.3,613.2,686.9
 Mid North Coast LHD, 2007-08, Rest of NSW, Males,"24,369",731.2,722,740.5
 Mid North Coast LHD, 2007-08, Rest of NSW, Females,"16,611",453.3,446.4,460.4
 Mid North Coast LHD, 2007-08, Rest of NSW, Persons,"40,980",591.5,585.8,597.3
 Mid North Coast LHD, 2007-08, Total NSW, Males,"25,207",734.1,725,743.2
